"AD_Org_ID[Name]","ZZMigrationCode/K","IsActive","ZZSkillsProgrammeCode","ZZSkillsProgrammeTitle","ZZCredits","Registrationstartdate","Registrationenddate","ZZMinimumElectiveCredits","ZZIsOHS","ZZMigrateValues"
*,1,Y,MQA/SP/0002/03,Skills Programme: Secondary Blasting Operations for Underground Hard Rock Tabular,50,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,4,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,2,Y,MQA/SP/0012/03,Skills Programme: Secondary Blasting Operations for Underground Hard Rock Massive ,77,2003-12-12 00:00:00.000,2006-12-12 00:00:00.000,1,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,3,Y,MQA/SP/0013/03,Skills Programme: Basic construction materials testing,29,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,2,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1256;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,4,Y,MQA/SP/0014/03,Skills Programme: Competent Person A:  To examination and declaring a workplace safe in surface mining operations (Surface Mining Operations),13,2003-12-12 00:00:00.000,2010-03-03 00:00:00.000,0,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,5,Y,MQA/SP/0015/03,"Skills Programme: The examination,making safe and declaring safe of blasted quarries, dumps and stockpiles",30,2003-12-12 00:00:00.000,2010-08-12 00:00:00.000,0,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,6,Y,MQA/SP/0016/04,"Skills Programme: Transportation of men, material and ore to and from an underground workplace (Onsetter)",27,2003-10-28 00:00:00.000,2010-05-31 00:00:00.000,2,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,7,Y,MQA/SP/0022/05,Skills Programme: Dozing Operations,128,2004-03-11 00:00:00.000,2007-03-11 00:00:00.000,46,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,8,Y,MQA/SP/0024/05,Skills Programme: Excavating Operations,84,2004-03-11 00:00:00.000,2007-03-11 00:00:00.000,2,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,9,Y,MQA/SP/0018/05,Skills Programme: Haul and Dump Operations,68,2004-10-23 00:00:00.000,2007-10-23 00:00:00.000,10,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,10,Y,MQA/SP/0021/05,Skills Programme: Drilling Operations,70,2004-03-11 00:00:00.000,2007-03-11 00:00:00.000,6,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,11,Y,MQA/SP/0020/05,Skills Programme: Handling of Explosives in Quarries,11,2004-01-08 00:00:00.000,2009-11-17 00:00:00.000,0,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,12,Y,MQA/SP/0019/05,Skills Programme: The Management of Explosives Magazines on Mines and Quarries,14,2003-10-03 00:00:00.000,2006-10-03 00:00:00.000,4,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,13,Y,MQA/SP/0023/04,Skillls Programme: Manufacture Indiginous Jewellery,24,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1272;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,14,Y,MQA/SP/0003/04,Skills Programme: Competent Person A: To examine and declare a working place safe (Underground Hard Rock Narrow Tabular) V2,25,2007-01-01 00:00:00.000,2024-07-30 23:59:59.000,0,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,15,Y,MQA/SP/0001/03,"Skills Programme: Competent Person B: The Installation,Maintanance and Removal Support 1.7 (Underground Hard Rock Operations)-Underground Hard Rock  Narrow Tabular (Massive)",24,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,8,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,16,Y,MQA/SP/0004/03,Skills Programme: Competent Person A: To examine and declare a working place safe (Underground Hard Rock Massive) V2,22,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,3,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,17,Y,MQA/SP/0027/05,Skills Programme: Scrubbing and Screening (Version 1),17,2005-06-22 00:00:00.000,2008-06-22 00:00:00.000,2,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,18,Y,MQA/SP/0028/05,Skills Programme: Dense Medium Separation (Version 1),14,2005-06-22 00:00:00.000,2008-06-22 00:00:00.000,2,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,19,Y,MQA/SP/0029/05,Skills Programme: Ore Reception,8,2005-06-22 00:00:00.000,2008-06-22 00:00:00.000,1,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,20,Y,MQA/SP/0030/05,Skills Programme: Crushing (Version 1),12,2005-06-22 00:00:00.000,2009-07-22 00:00:00.000,4,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,21,Y,MQA/SP/0025/05,Skills Programme: Determine the Physical Properties of a Coal Sample in a Laboratory,29,2005-09-02 00:00:00.000,2026-06-30 23:59:59.000,0,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,22,Y,MQA/SP/0031/05,SkillsProgramme: Primary Sample Preparation in an analytical laboratory (Analytical Services),23,2005-09-02 00:00:00.000,2008-09-02 00:00:00.000,0,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,23,Y,MQA/SP/0035/05,Skills Programme: Secondary Sample Preparation in and Analytical Laboratory (Analytical Services),18,2005-09-02 00:00:00.000,2008-09-02 00:00:00.000,0,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,24,Y,MQA/SP/0032/05,Skills Programme: The Separation of Precious Metals by Means of the Fire Assay Technique ,34,2005-09-02 00:00:00.000,2008-09-02 00:00:00.000,2,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,25,Y,MQA/SP/0038/05,Skills Programme: Tube Set Gemstones into Jewellery,17,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,26,Y,MQA/SP/0039/05,Skills Programme: Channel Set Gemstones into Jewellery,20,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,27,Y,MQA/SP/0040/05,Skills Programme: Pave Set Gemstones into Jewellery,34,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,17,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,28,Y,MQA/SP/0041/05,Skills Programme: Gas Testing Operations in Underground Coal Mines,42,2005-10-07 00:00:00.000,2008-10-07 00:00:00.000,0,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,29,Y,MQA/SP/0005/05,Skills Programme: Competent Person A: To examine and declare a working place safe (Underground Coal Longwall Mining) V2,22,2018-07-01 00:00:00.000,2020-09-25 00:00:00.000,0,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1256;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,30,Y,MQA/SP/0006/05,Skills Programme: To examine and declare a working place safe for the purpose of regulation 1.1 (Underground Coal Conventional Mining) V2,28,2005-10-19 00:00:00.000,2008-10-19 00:00:00.000,4,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,31,Y,MQA/SP/0007/05,Skills Programme: Competent Person A: To examine and declare a working place safe (Underground Coal Continuous Mining) V2,24,2018-07-01 00:00:00.000,2020-09-25 00:00:00.000,0,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1256;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,32,Y,MQA/SP/0011/05,"Skills Programme: Competent Person B: To install, maintain and remove any support unit in Underground Coal Mining Operations - Timber Support V3",23,2018-07-01 00:00:00.000,2024-07-30 23:59:59.000,3,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1256;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,33,Y,MQA/SP/0017/05,"Skills Programme: Competent Person B: To install, maintain and remove any support in Underground Coal Mining Operations - Roofbolter Machine Support  V3",18,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,3,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1256;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,34,Y,MQA/SP/0008(C)/05,"Skills Programme: Competent Person B: To install, maintain and remove any support in Underground Coal Mining Operations - Compressed Air / Hydraulic Support V3",17,2018-07-01 00:00:00.000,2024-07-30 23:59:59.000,2,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1256;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,35,Y,MQA/SP/0044/06,Skills Programme: Conduct Occupational Health and Safety Representative activities in the Mining and Minerals Sector,13,2006-06-12 00:00:00.000,2009-06-12 00:00:00.000,2,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,36,Y,MQA/SP/0045/06,Skills Programme: Operate a Small-Scale Surface Mine,67,2006-07-31 00:00:00.000,2009-12-31 00:00:00.000,0,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,37,Y,MQA/SP/0046/06,"Skills Programme: Competent Person B: The Installation, Maintenance and Removal of Support Units in Surface Mines",20,2006-09-05 00:00:00.000,2009-09-05 00:00:00.000,0,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,38,Y,MQA/SP/0047/06,Skills Programme: Intermediate Generic Management,49,2006-10-06 00:00:00.000,2009-10-06 00:00:00.000,9,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,39,Y,MQA/SP/0048/06,Skills Programme: Advanced Generic Management,63,2006-10-06 00:00:00.000,2009-10-06 00:00:00.000,9,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,40,Y,MQA/SP/0050/06,Skills Programme: Adsorption of Gold onto Activated Carbon (CIP/CIL/CIS Processes (Version 1),16,2006-11-03 00:00:00.000,2009-11-03 00:00:00.000,2,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,41,Y,MQA/SP/0051/06,Skills Programme: Handling of Chemicals (Version 1),7,2006-11-06 00:00:00.000,2009-11-06 00:00:00.000,4,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,42,Y,MQA/SP/0052/06,Skills Programme: Milling of Material,19,2006-11-06 00:00:00.000,2015-06-30 00:00:00.000,8,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,43,Y,MQA/SP/0053/06,Skills Programme: Slimes Reclamation (Version 1),15,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,2,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1258;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,44,Y,MQA/SP/0054/06,Skills Programme: Solvent Extraction (Version 1),21,2006-11-06 00:00:00.000,2009-07-08 00:00:00.000,2,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,45,Y,MQA/SP/0055/06,Skills Programme: Packing Plant Unitising Operations,35,2006-11-17 00:00:00.000,2009-11-17 00:00:00.000,9,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,46,Y,MQA/SP/0056/06,Skills Programme: Tanker-Based Bulk Materials Loading,64,2006-11-17 00:00:00.000,2009-11-17 00:00:00.000,23,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,47,Y,MQA/SP/0042/07,Skills Programme: Blasting Assistant in Surface Mining V3,19,2007-06-11 00:00:00.000,2025-06-30 23:59:59.000,2,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,48,Y,MQA/SP/0043/05,Skills Programme: Blasting Assistant Operations in Underground Coal Mines V3,31,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1256;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,49,Y,MQA/SP/0057/07,Skills Programme: Generic Engineering,62,2007-06-13 00:00:00.000,2010-09-13 00:00:00.000,0,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,50,Y,MQA/SP/0058/07,Skills Programme: Monitor and Operate Plant and Equipment,41,2007-07-30 00:00:00.000,2010-07-30 00:00:00.000,15,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,51,Y,MQA/SP/0059/07,Skills Programme: Basic Generic Supervision,28,2007-07-30 00:00:00.000,2010-02-28 00:00:00.000,0,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,52,Y,MQA/SP/0060/07,"Skills Programme: Occupational Health and Safety, Environment and Quality (Basic)",20,2007-07-30 00:00:00.000,2015-06-30 00:00:00.000,6,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,53,Y,MQA/SP/0064/07,Skills Programme: Blasting Assistant within Underground Hard Rock V4,23,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,3,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1256;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,54,Y,MQA/SP/0063/07,Skills Programme: Competent person A: The examination and Declaring safe of a Workplace in Underground Hard Rock Operations (V4),28,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,3,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1256;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,55,Y,MQA/SP/0061/07,Skills Programme: Competent person B: The Installation and Maintenance of any Support Unit and the removal of a Temporary Support Unit in Underground Hard Rock Operations (V4),16,2015-07-01 00:00:00.000,2024-07-30 23:59:59.000,0,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1256;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,56,Y,MQA/SP/0062/07,Skills Programme: Secondary Blasting Operations for Underground Hard Rock (V3),36,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,2,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1256;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,57,Y,MQA/SP/0026/05,Skills Programme: The Examination Making Safe and Declaring Safe of Unblasted Quarries and Stockpiles ,24,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,1,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,58,Y,MQA/SP/0010/07,"Skills Programme: Competent Person B: To Install, maintain and removal of support in (Underground Hard Rock Operations) (Massive) V3",21,2007-11-29 00:00:00.000,2010-11-29 00:00:00.000,10,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,59,Y,MQA/SP/0009/07,"Skills Programme: Competent Person B: To install, maintain and remove support unit (Underground Hard Rock Narrow Tabular) V3",11,2007-11-29 00:00:00.000,2024-07-30 23:59:59.000,0,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,60,Y,MQA/SP/0108/07,Skills Programme: Thickening of a Slurry (V2),11,2007-11-30 00:00:00.000,2010-11-30 00:00:00.000,2,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,61,Y,MQA/SP/0065/08,Skills Programme: Rock Drill Operator  for  Underground Hardrock Mines,23,2008-02-01 00:00:00.000,2024-07-30 23:59:59.000,1,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,62,Y,MQA/SP/0068/08,Skills Programme: Trackless Mobile Machine Operations-Underground Hardrock,26,2015-07-01 00:00:00.000,2018-01-18 00:00:00.000,7,Y,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1256;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,63,Y,MQA/SP/0067/08,Skills Programme: Crushing and Screening ,59,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,10,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:552;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,64,Y,MQA/SP/0066/08,Skills Programme: Operate Mining Machinery in an Underground Coal Mine,28,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,3,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1256;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,65,Y,MQA/SP/0070/08,Skills Programme: Milling Operations (Dry Process),35,2007-01-01 00:00:00.000,2010-10-01 00:00:00.000,2,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,66,Y,MQA/SP/0069/08,Skills Programme: Rock Drill Operator in Underground Hardrock Mines,23,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,1,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1256;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,67,Y,"21845",Further Education and Training Certificate in  Diamond Processing: Polisher - Crossworker,351,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,351,N,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:11;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,68,Y,"21843",National Certificate in Diamond Processing: Polisher - Brillianteer,323,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,323,N,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:14;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,69,Y,"50063",Further Education and Training Certificate in  Occupational Safety (Version1),145,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,145,N,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:18;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,70,Y,"58248",National Certificate in Laboratory Practice,120,2007-06-27 00:00:00.000,2015-06-30 00:00:00.000,120,N,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ZZQualification:ZZQualification_ID:19;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:102;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,71,Y,"21811",National Certificate: Introduction to Mining and Minerals V2,120,2005-08-23 00:00:00.000,2008-08-23 00:00:00.000,14,N,ref:ZZLkpNqfLevel:ZZNqfLevel:1;ZZQualification:ZZQualification_ID:23;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,72,Y,"35926",National Certificate in Payroll Administration Services,240,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,240,N,ref:ZZLkpNqfLevel:ZZNqfLevel:5;ZZQualification:ZZQualification_ID:24;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,73,Y,"35926",National Certificate in Payroll Administration Services,240,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,120,N,ref:ZZLkpNqfLevel:ZZNqfLevel:5;ZZQualification:ZZQualification_ID:24;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,74,Y,"22860",Further Education and Training Certificate in Autotronics,135,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,135,N,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:26;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,75,Y,"21854",Further Education and Training Certificate in Use of Firearms,155,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,155,N,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:36;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,76,Y,"13739","Further Education and Training Certificate in Occupation-directed Education, Training and Development Practice",126,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,126,N,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:37;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,77,Y,"15541",National Certificate in Abet Practice,120,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,120,N,ref:ZZLkpNqfLevel:ZZNqfLevel:5;ZZQualification:ZZQualification_ID:38;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,78,Y,"12037",National Certificate in Education: Training and Development,128,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,128,N,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ZZQualification:ZZQualification_ID:39;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,79,Y,"49105",National Certificate Furniture Making Wood,122,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,122,N,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:42;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,80,Y,"49092",Further Education and Training Certificate in Furniture Making Specialism,155,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,155,N,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:43;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,81,Y,"23255",National Certificate Mechanical Engineering Fitting and Machining,174,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,174,N,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:44;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1102;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,82,Y,"49046",National Certificate in Lump Ore Beneficiation (L3),120,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,120,N,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:45;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,83,Y,"49049",Further Education and Training Certificate in Lump Ore Beneficiation,135,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,135,N,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:46;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,84,Y,"58186",National Certificate in Sulphuric Acid Production,134,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,134,N,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:49;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,85,Y,"58226",National Certificate in Sulphuric Acid Production,166,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,166,N,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ZZQualification:ZZQualification_ID:50;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,86,Y,"58228",Further Education and Training Certificate in Sulphuric Acid Production,146,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,146,N,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:51;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,87,Y,"48972",National Certificate: Plant Production,120,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,120,N,ref:ZZLkpNqfLevel:ZZNqfLevel:1;ZZQualification:ZZQualification_ID:53;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,88,Y,"21839",National Certificate In Mining Operations Underground Hardrock Narrow Tabular (Version1),159,2002-06-12 00:00:00.000,2005-06-12 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ZZQualification:ZZQualification_ID:54;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,89,Y,"21840",National Certificate in Rockbreaking Underground Hardrock Narrow Tabular (Version1),140,2002-06-12 00:00:00.000,2005-06-12 00:00:00.000,140,N,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:55;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,90,Y,"14115",National Certificate in Fast Food Services,138,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,138,N,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:56;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,91,Y,"48918",Further Education and Training Certificate in Measurement Control and Instrumentation,120,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,120,N,ref:ZZLkpNqfLevel:ZZNqfLevel:6;ZZQualification:ZZQualification_ID:61;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1112;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,92,Y,"50309",Further Education and Training Certificate: Environmental Practice,140,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,140,N,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:62;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,93,Y,"49596",National Certificate: Radiation Monitoring,120,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,120,N,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:63;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,94,Y,"58267",General Education and Training Certificate: Mining and Minerals Processes,120,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,22,N,ref:ZZLkpNqfLevel:ZZNqfLevel:1;ZZQualification:ZZQualification_ID:68;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,95,Y,"58722",National Certificate Engineering Fabrication,148,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,148,N,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ZZQualification:ZZQualification_ID:74;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:192;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,96,Y,"58720",National Ceritificate Engineering Fabrication,138,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,138,N,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:75;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:192;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,97,Y,"50334",National Certificate in Occupationally Directed Education Training and Develpment Practivrd,120,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,120,N,ref:ZZLkpNqfLevel:ZZNqfLevel:5;ZZQualification:ZZQualification_ID:78;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
