AD_Org_ID[Name],ZZMigrationCode/K,IsActive,ZZLearnership_ID[ZZLearnershipCode],ZZUnitStandardType,ZZMigrateValues
*,1288,Y,16Q160104391232,,ZZUnitStandard:ZZUnitStandard_id:1250
*,1289,Y,16Q160104391232,,ZZUnitStandard:ZZUnitStandard_id:1252
*,1290,Y,16Q160104391232,,ZZUnitStandard:ZZUnitStandard_id:1255
*,1291,Y,16Q160104391232,,ZZUnitStandard:ZZUnitStandard_id:1272
*,1292,Y,16Q160104391232,,ZZUnitStandard:ZZUnitStandard_id:1514
*,1293,Y,16Q160104391232,,ZZUnitStandard:ZZUnitStandard_id:1516
*,1294,Y,16Q160104391232,,ZZUnitStandard:ZZUnitStandard_id:1518
*,1295,Y,16Q160104391232,,ZZUnitStandard:ZZUnitStandard_id:1543
*,1296,Y,16Q160104391232,,ZZUnitStandard:ZZUnitStandard_id:1949
*,1297,Y,16Q160104391232,,ZZUnitStandard:ZZUnitStandard_id:1950
*,1298,Y,16Q160104391232,,ZZUnitStandard:ZZUnitStandard_id:2150
*,1299,Y,16Q160104391232,,ZZUnitStandard:ZZUnitStandard_id:2190
*,1300,Y,16Q160104391232,,ZZUnitStandard:ZZUnitStandard_id:2201
*,1301,Y,16Q160104391232,,ZZUnitStandard:ZZUnitStandard_id:2202
*,1302,Y,16Q160104391232,,ZZUnitStandard:ZZUnitStandard_id:2218
*,1303,Y,16Q160104391232,,ZZUnitStandard:ZZUnitStandard_id:2220
*,1304,Y,16Q160104391232,,ZZUnitStandard:ZZUnitStandard_id:2221
*,1305,Y,16Q160104391232,,ZZUnitStandard:ZZUnitStandard_id:2222
*,1306,Y,16Q160104391232,,ZZUnitStandard:ZZUnitStandard_id:2263
*,1307,Y,16Q160104391232,,ZZUnitStandard:ZZUnitStandard_id:2340
*,1308,Y,16Q160104391232,,ZZUnitStandard:ZZUnitStandard_id:2407
*,1309,Y,16Q160104391232,,ZZUnitStandard:ZZUnitStandard_id:2408
*,1310,Y,16Q160104391232,,ZZUnitStandard:ZZUnitStandard_id:2450
*,1311,Y,16Q160104391232,,ZZUnitStandard:ZZUnitStandard_id:2452
*,1312,Y,16Q160104391232,,ZZUnitStandard:ZZUnitStandard_id:2453
*,1313,Y,16Q160104391232,,ZZUnitStandard:ZZUnitStandard_id:2614
*,1314,Y,16Q160104391232,,ZZUnitStandard:ZZUnitStandard_id:2615
*,1315,Y,16Q160104391232,,ZZUnitStandard:ZZUnitStandard_id:2616
*,1316,Y,16Q160104391232,,ZZUnitStandard:ZZUnitStandard_id:2617
*,1317,Y,16Q160104391232,,ZZUnitStandard:ZZUnitStandard_id:2618
*,1318,Y,16Q160104391232,,ZZUnitStandard:ZZUnitStandard_id:2619
*,1319,Y,16Q160104391232,,ZZUnitStandard:ZZUnitStandard_id:2620
*,1320,Y,16Q160104391232,,ZZUnitStandard:ZZUnitStandard_id:2621
*,1321,Y,16Q160104391232,,ZZUnitStandard:ZZUnitStandard_id:2622
*,1322,Y,16Q160104391232,,ZZUnitStandard:ZZUnitStandard_id:2623
*,1323,Y,16Q160104391232,,ZZUnitStandard:ZZUnitStandard_id:2630
*,1324,Y,16Q160097281503 ,,ZZUnitStandard:ZZUnitStandard_id:786
*,1325,Y,16Q160097281503 ,,ZZUnitStandard:ZZUnitStandard_id:789
*,1326,Y,16Q160097281503 ,,ZZUnitStandard:ZZUnitStandard_id:802
*,1327,Y,16Q160097281503 ,,ZZUnitStandard:ZZUnitStandard_id:803
*,1328,Y,16Q160097281503 ,,ZZUnitStandard:ZZUnitStandard_id:804
*,1329,Y,16Q160097281503 ,,ZZUnitStandard:ZZUnitStandard_id:860
*,1330,Y,16Q160097281503 ,,ZZUnitStandard:ZZUnitStandard_id:862
*,1331,Y,16Q160097281503 ,,ZZUnitStandard:ZZUnitStandard_id:863
*,1332,Y,16Q160097281503 ,,ZZUnitStandard:ZZUnitStandard_id:864
*,1333,Y,16Q160097281503 ,,ZZUnitStandard:ZZUnitStandard_id:985
*,1334,Y,16Q160097281503 ,,ZZUnitStandard:ZZUnitStandard_id:1188
*,1335,Y,16Q160097281503 ,,ZZUnitStandard:ZZUnitStandard_id:1190
*,1336,Y,16Q160097281503 ,,ZZUnitStandard:ZZUnitStandard_id:1196
*,1337,Y,16Q160097281503 ,,ZZUnitStandard:ZZUnitStandard_id:1518
*,1338,Y,16Q160097281503 ,,ZZUnitStandard:ZZUnitStandard_id:1590
*,1339,Y,16Q160097281503 ,,ZZUnitStandard:ZZUnitStandard_id:1728
*,1340,Y,16Q160097281503 ,,ZZUnitStandard:ZZUnitStandard_id:2201
*,1341,Y,16Q160097281503 ,,ZZUnitStandard:ZZUnitStandard_id:2202
*,1342,Y,16Q160097281503 ,,ZZUnitStandard:ZZUnitStandard_id:2218
*,1343,Y,16Q160097281503 ,,ZZUnitStandard:ZZUnitStandard_id:2221
*,1344,Y,16Q160097281503 ,,ZZUnitStandard:ZZUnitStandard_id:2577
*,1345,Y,16Q160097281503 ,,ZZUnitStandard:ZZUnitStandard_id:2578
*,1346,Y,16Q160097281503 ,,ZZUnitStandard:ZZUnitStandard_id:2589
*,1347,Y,16Q160097281503 ,,ZZUnitStandard:ZZUnitStandard_id:2590
*,1348,Y,16Q160097281503 ,,ZZUnitStandard:ZZUnitStandard_id:2598
*,1349,Y,16Q160097281503 ,,ZZUnitStandard:ZZUnitStandard_id:2599
*,1350,Y,16Q160097281503 ,,ZZUnitStandard:ZZUnitStandard_id:2604
*,1351,Y,16Q160097281503 ,,ZZUnitStandard:ZZUnitStandard_id:2605
*,1352,Y,16Q160100291503,,ZZUnitStandard:ZZUnitStandard_id:786
*,1353,Y,16Q160100291503,,ZZUnitStandard:ZZUnitStandard_id:789
*,1354,Y,16Q160100291503,,ZZUnitStandard:ZZUnitStandard_id:802
*,1355,Y,16Q160100291503,,ZZUnitStandard:ZZUnitStandard_id:803
*,1356,Y,16Q160100291503,,ZZUnitStandard:ZZUnitStandard_id:804
*,1357,Y,16Q160100291503,,ZZUnitStandard:ZZUnitStandard_id:805
*,1358,Y,16Q160100291503,,ZZUnitStandard:ZZUnitStandard_id:860
*,1359,Y,16Q160100291503,,ZZUnitStandard:ZZUnitStandard_id:862
*,1360,Y,16Q160100291503,,ZZUnitStandard:ZZUnitStandard_id:863
*,1361,Y,16Q160100291503,,ZZUnitStandard:ZZUnitStandard_id:864
*,1362,Y,16Q160100291503,,ZZUnitStandard:ZZUnitStandard_id:985
*,1363,Y,16Q160100291503,,ZZUnitStandard:ZZUnitStandard_id:1188
*,1364,Y,16Q160100291503,,ZZUnitStandard:ZZUnitStandard_id:1190
*,1365,Y,16Q160100291503,,ZZUnitStandard:ZZUnitStandard_id:1196
*,1366,Y,16Q160100291503,,ZZUnitStandard:ZZUnitStandard_id:1518
*,1367,Y,16Q160100291503,,ZZUnitStandard:ZZUnitStandard_id:1590
*,1368,Y,16Q160100291503,,ZZUnitStandard:ZZUnitStandard_id:1728
*,1369,Y,16Q160100291503,,ZZUnitStandard:ZZUnitStandard_id:2201
*,1370,Y,16Q160100291503,,ZZUnitStandard:ZZUnitStandard_id:2202
*,1371,Y,16Q160100291503,,ZZUnitStandard:ZZUnitStandard_id:2218
*,1372,Y,16Q160100291503,,ZZUnitStandard:ZZUnitStandard_id:2221
*,1373,Y,16Q160100291503,,ZZUnitStandard:ZZUnitStandard_id:2577
*,1374,Y,16Q160100291503,,ZZUnitStandard:ZZUnitStandard_id:2578
*,1375,Y,16Q160100291503,,ZZUnitStandard:ZZUnitStandard_id:2594
*,1376,Y,16Q160100291503,,ZZUnitStandard:ZZUnitStandard_id:2595
*,1377,Y,16Q160100291503,,ZZUnitStandard:ZZUnitStandard_id:2602
*,1378,Y,16Q160100291503,,ZZUnitStandard:ZZUnitStandard_id:2603
*,1379,Y,16Q160100291503,,ZZUnitStandard:ZZUnitStandard_id:2604
*,1380,Y,16Q160100291503,,ZZUnitStandard:ZZUnitStandard_id:2605
*,1381,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:25
*,1382,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:88
*,1383,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:355
*,1384,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:655
*,1385,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:695
*,1386,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:784
*,1387,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:822
*,1388,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:903
*,1389,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:904
*,1390,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:920
*,1391,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:939
*,1392,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:941
*,1393,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:945
*,1394,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:946
*,1395,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:949
*,1396,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:951
*,1397,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:958
*,1398,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:988
*,1399,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:996
*,1400,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:1034
*,1401,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:1143
*,1402,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:1185
*,1403,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:1186
*,1404,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:1194
*,1405,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:1241
*,1406,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:1242
*,1407,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:1243
*,1408,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:1246
*,1409,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:1247
*,1410,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:1248
*,1411,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:1249
*,1412,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:1250
*,1413,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:1252
*,1414,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:1255
*,1415,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:1514
*,1416,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:1516
*,1417,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:1543
*,1418,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:1949
*,1419,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:2150
*,1420,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:2190
*,1421,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:2220
*,1422,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:2222
*,1423,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:2263
*,1424,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:2340
*,1425,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:2408
*,1426,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:2450
*,1427,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:2452
*,1428,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:2453
*,1429,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:2614
*,1430,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:2615
*,1431,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:2616
*,1432,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:2617
*,1433,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:2618
*,1434,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:2619
*,1435,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:2620
*,1436,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:2621
*,1437,Y,16Q160102411232 ,,ZZUnitStandard:ZZUnitStandard_id:2623
*,1438,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:88
*,1439,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:355
*,1440,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:655
*,1441,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:695
*,1442,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:784
*,1443,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:822
*,1444,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:903
*,1445,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:904
*,1446,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:920
*,1447,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:939
*,1448,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:941
*,1449,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:945
*,1450,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:946
*,1451,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:949
*,1452,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:951
*,1453,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:958
*,1454,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:988
*,1455,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:996
*,1456,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:1034
*,1457,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:1143
*,1458,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:1185
*,1459,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:1186
*,1460,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:1194
*,1461,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:1241
*,1462,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:1242
*,1463,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:1243
*,1464,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:1246
*,1465,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:1247
*,1466,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:1248
*,1467,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:1249
*,1468,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:1250
*,1469,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:1252
*,1470,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:1255
*,1471,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:1272
*,1472,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:1514
*,1473,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:1516
*,1474,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:1543
*,1475,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:1949
*,1476,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:2150
*,1477,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:2190
*,1478,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:2220
*,1479,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:2222
*,1480,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:2263
*,1481,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:2340
*,1482,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:2407
*,1483,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:2408
*,1484,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:2450
*,1485,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:2452
*,1486,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:2453
*,1487,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:2614
*,1488,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:2615
*,1489,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:2616
*,1490,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:2617
*,1491,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:2618
*,1492,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:2619
*,1493,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:2620
*,1494,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:2621
*,1495,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:2622
*,1496,Y,16Q160105411232 ,,ZZUnitStandard:ZZUnitStandard_id:2623
*,1497,Y,16Q160099291503 ,,ZZUnitStandard:ZZUnitStandard_id:786
*,1498,Y,16Q160099291503 ,,ZZUnitStandard:ZZUnitStandard_id:789
*,1499,Y,16Q160099291503 ,,ZZUnitStandard:ZZUnitStandard_id:802
*,1500,Y,16Q160099291503 ,,ZZUnitStandard:ZZUnitStandard_id:803
*,1501,Y,16Q160099291503 ,,ZZUnitStandard:ZZUnitStandard_id:804
*,1502,Y,16Q160099291503 ,,ZZUnitStandard:ZZUnitStandard_id:805
*,1503,Y,16Q160099291503 ,,ZZUnitStandard:ZZUnitStandard_id:860
*,1504,Y,16Q160099291503 ,,ZZUnitStandard:ZZUnitStandard_id:862
*,1505,Y,16Q160099291503 ,,ZZUnitStandard:ZZUnitStandard_id:863
*,1506,Y,16Q160099291503 ,,ZZUnitStandard:ZZUnitStandard_id:864
*,1507,Y,16Q160099291503 ,,ZZUnitStandard:ZZUnitStandard_id:985
*,1508,Y,16Q160099291503 ,,ZZUnitStandard:ZZUnitStandard_id:1188
*,1509,Y,16Q160099291503 ,,ZZUnitStandard:ZZUnitStandard_id:1190
*,1510,Y,16Q160099291503 ,,ZZUnitStandard:ZZUnitStandard_id:1196
*,1511,Y,16Q160099291503 ,,ZZUnitStandard:ZZUnitStandard_id:1518
*,1512,Y,16Q160099291503 ,,ZZUnitStandard:ZZUnitStandard_id:1590
*,1513,Y,16Q160099291503 ,,ZZUnitStandard:ZZUnitStandard_id:1728
*,1514,Y,16Q160099291503 ,,ZZUnitStandard:ZZUnitStandard_id:2201
*,1515,Y,16Q160099291503 ,,ZZUnitStandard:ZZUnitStandard_id:2202
*,1516,Y,16Q160099291503 ,,ZZUnitStandard:ZZUnitStandard_id:2218
*,1517,Y,16Q160099291503 ,,ZZUnitStandard:ZZUnitStandard_id:2221
*,1518,Y,16Q160099291503 ,,ZZUnitStandard:ZZUnitStandard_id:2577
*,1519,Y,16Q160099291503 ,,ZZUnitStandard:ZZUnitStandard_id:2578
*,1520,Y,16Q160099291503 ,,ZZUnitStandard:ZZUnitStandard_id:2585
*,1521,Y,16Q160099291503 ,,ZZUnitStandard:ZZUnitStandard_id:2586
*,1522,Y,16Q160099291503 ,,ZZUnitStandard:ZZUnitStandard_id:2591
*,1523,Y,16Q160099291503 ,,ZZUnitStandard:ZZUnitStandard_id:2597
*,1524,Y,16Q160099291503 ,,ZZUnitStandard:ZZUnitStandard_id:2604
*,1525,Y,16Q160099291503 ,,ZZUnitStandard:ZZUnitStandard_id:2605
*,1526,Y,16Q160101301503 ,,ZZUnitStandard:ZZUnitStandard_id:786
*,1527,Y,16Q160101301503 ,,ZZUnitStandard:ZZUnitStandard_id:789
*,1528,Y,16Q160101301503 ,,ZZUnitStandard:ZZUnitStandard_id:802
*,1529,Y,16Q160101301503 ,,ZZUnitStandard:ZZUnitStandard_id:803
*,1530,Y,16Q160101301503 ,,ZZUnitStandard:ZZUnitStandard_id:804
*,1531,Y,16Q160101301503 ,,ZZUnitStandard:ZZUnitStandard_id:805
*,1532,Y,16Q160101301503 ,,ZZUnitStandard:ZZUnitStandard_id:813
*,1533,Y,16Q160101301503 ,,ZZUnitStandard:ZZUnitStandard_id:860
*,1534,Y,16Q160101301503 ,,ZZUnitStandard:ZZUnitStandard_id:862
*,1535,Y,16Q160101301503 ,,ZZUnitStandard:ZZUnitStandard_id:863
*,1536,Y,16Q160101301503 ,,ZZUnitStandard:ZZUnitStandard_id:864
*,1537,Y,16Q160101301503 ,,ZZUnitStandard:ZZUnitStandard_id:985
*,1538,Y,16Q160101301503 ,,ZZUnitStandard:ZZUnitStandard_id:1188
*,1539,Y,16Q160101301503 ,,ZZUnitStandard:ZZUnitStandard_id:1190
*,1540,Y,16Q160101301503 ,,ZZUnitStandard:ZZUnitStandard_id:1196
*,1541,Y,16Q160101301503 ,,ZZUnitStandard:ZZUnitStandard_id:1518
*,1542,Y,16Q160101301503 ,,ZZUnitStandard:ZZUnitStandard_id:1590
*,1543,Y,16Q160101301503 ,,ZZUnitStandard:ZZUnitStandard_id:1728
*,1544,Y,16Q160101301503 ,,ZZUnitStandard:ZZUnitStandard_id:2201
*,1545,Y,16Q160101301503 ,,ZZUnitStandard:ZZUnitStandard_id:2202
*,1546,Y,16Q160101301503 ,,ZZUnitStandard:ZZUnitStandard_id:2218
*,1547,Y,16Q160101301503 ,,ZZUnitStandard:ZZUnitStandard_id:2221
*,1548,Y,16Q160101301503 ,,ZZUnitStandard:ZZUnitStandard_id:2577
*,1549,Y,16Q160101301503 ,,ZZUnitStandard:ZZUnitStandard_id:2578
*,1550,Y,16Q160101301503 ,,ZZUnitStandard:ZZUnitStandard_id:2580
*,1551,Y,16Q160101301503 ,,ZZUnitStandard:ZZUnitStandard_id:2582
*,1552,Y,16Q160101301503 ,,ZZUnitStandard:ZZUnitStandard_id:2593
*,1553,Y,16Q160101301503 ,,ZZUnitStandard:ZZUnitStandard_id:2596
*,1554,Y,16Q160101301503 ,,ZZUnitStandard:ZZUnitStandard_id:2604
*,1555,Y,16Q160101301503 ,,ZZUnitStandard:ZZUnitStandard_id:2605
*,1556,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:149
*,1557,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:150
*,1558,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:155
*,1559,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:160
*,1560,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:171
*,1561,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:172
*,1562,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:173
*,1563,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:174
*,1564,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:203
*,1565,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:204
*,1566,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:205
*,1567,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:208
*,1568,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:245
*,1569,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:247
*,1570,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:248
*,1571,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:250
*,1572,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:255
*,1573,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:257
*,1574,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:259
*,1575,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:260
*,1576,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:262
*,1577,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:264
*,1578,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:269
*,1579,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:282
*,1580,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:289
*,1581,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:290
*,1582,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:291
*,1583,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:332
*,1584,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:333
*,1585,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:334
*,1586,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:335
*,1587,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:336
*,1588,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:337
*,1589,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:338
*,1590,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:343
*,1591,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:344
*,1592,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:345
*,1593,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:346
*,1594,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:348
*,1595,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:356
*,1596,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:357
*,1597,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:360
*,1598,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:361
*,1599,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:362
*,1600,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:363
*,1601,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:364
*,1602,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:365
*,1603,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:367
*,1604,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:368
*,1605,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:369
*,1606,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:370
*,1607,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:371
*,1608,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:372
*,1609,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:373
*,1610,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:374
*,1611,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:576
*,1612,Y,16Q160049591732,,ZZUnitStandard:ZZUnitStandard_id:635
