AD_Org_ID[Name],Value,Name,ZZNqfLevel,ZZCredits,Registrationstartdate,Registrationenddate,ZZQualityAssuranceBody,ZZSkillsProgrammeType,ZZQualification_ID[Value],ZZAetLevel,ZZLkpOfoOccupation_ID[Value],ZZMinimumElectiveCredits,IsActive
*,MQA/SP/0066/08 Q,Skills Programme: Operate mining machinery in an underground coal mine: Support roof using a roof bolt machine in an underground coal mine,,38,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0066/08 R,Skills Programme: Operate mining machinery in an underground coal mine: Transport coal using shuttle mining equipment in an underground coal mine,,33,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0066/08 S,Skills Programme: Operate mining machinery in an underground coal mine: Apply stone dust using stone dusting equipment in an underground coal mine,,33,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0066/08 T,Skills Programme: Operate mining machinery in an underground coal mine: Cut a coalface using a universal type coalcutter in an underground coal mine,,38,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,0,Y
*,Demonstration ,Demonstrtion ,,0,2012-01-01 00:00:00.000,2015-05-01 00:00:00.000,,1,,,,0,Y
*,Artisan Demonstration 001,Demonstration of Atisan Development,,0,2012-01-01 00:00:00.000,2016-05-01 00:00:00.000,,1,,,,0,Y
*,MQA/SP/0140/13,Skills Programme: Artisan Aide: Fitting including Machinery,,61,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-653303,10,Y
*,MQA/SP/0141/13,Skills Programme: Artisan Aide: Diesel Mechanic,,54,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-653306,10,Y
*,MQA/SP/0142/13,Skills Programme: Artisan Aide: Plater Welder,,39,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-651202,10,Y
*,MQA/SP/0143/13,Skills Programme: Artisan Aide: Measurement Control and Instrumentation,,47,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-672105,10,Y
*,MQA/SP/0145/13,Skills Programme: Artisan Aide: Electrical,,67,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-671101,10,Y
*,MQA/SP/0144/13,Skills Programme: Artisan Aide: Rigger Ropesman,,54,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-651501,10,Y
*,MQA/SP/0146/13,Skills Programme: The separation of precious metals by means of the fire assay technique,,19,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-134902,0,Y
*,MQA/SP/0147/13,Skills Programme: Preparation of Samples and Instrumental Analysis,,40,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-134902,14,Y
*,MQA/SP/0148/13,Skills Programme: Operate Mobile Machinery for Surface Excavation Operations,,18,2018-07-01 00:00:00.000,2019-04-25 00:00:00.000,,1,,,2021-684202,6,Y
*,MQA/SP/0149/13,Skills Programme: The control of explosives magazines on mines and quarries,,10,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-312102,0,Y
*,MQA/SP/0150/13,Skills Programme: Crushing and Screening,,32,2015-07-01 00:00:00.000,2018-01-18 00:00:00.000,,1,,,2021-312102,20,Y
*,MQA/SP/0151/13,Skills Programme: Monitor and Operate Plant and Equipment,,33,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-312101,15,Y
*,MQA/SP/0152/13,Skills Programme: Milling Operations,,39,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-312102,9,Y
*,MQA/SP/0153/14,Skills Programme: Diamond Processing: Bottom Operations: Blocking,,31,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-312102,0,Y
*,MQA/SP/0154/14,Skills Programme: Diamond Processing: Bottom Operations: Halves,,26,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-661302,0,Y
*,MQA/SP/0155/14,Skills Programme: Diamond Processing: Bottom Operations: Lapping,,29,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-661302,0,Y
*,MQA/SP/0156/14,Skills Programme:  Packing Plant Unitising Operations,,35,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-312102,9,Y
*,MQA/SP/0157/14,Skills Programme: Tanker-Based Bulk Materials Loading,,23,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-312102,9,Y
*,MQA/SP/0158/14,Skills Programme: Tailings Dam Operations,,16,2015-07-01 00:00:00.000,2016-04-13 00:00:00.000,,1,,,,0,Y
*,MQA/SP/0159/15,Skills Programme: Copper Metal Production Process Operator,,23,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,12,Y
*,MQA/SP/0610/15,Skills Programme: Base Metals Process Controller,,21,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,,1,,,,0,Y
*,MQA/SP/0160/15,Skills Programme: Base Metal Process Controller,,36,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,15,Y
*,MQA/SP/0161/15,Skills Programme: Platinum Group Metals Process controller,,36,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,15,Y
*,MQA/SP/0162/16,Skills Programme: Competent person B: The Installation and Maintenance of any Support Unit and the removal of a Temporary Support Unit in Underground Hard Rock Operations (V5) ,,16,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,3,Y
*,MQA/SP/0163/16,Skills Programme: Operation of Medium Voltage Switchgear and Distribution Networks (V2),,31,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,7,Y
*,MQA/SP/0164/16,Skills Programme: Tailings Dam Operations (V2),,16,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0165/16,Skills Programme: Advanced Generic Management (Version 4),,57,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0166/16,Skills Programme: Basic Generic Supervision (Version 3),,36,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0167/16,Skills Programme: Intermediate Generic Management (Version 4),,42,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0168/17 A,"Skills Programme: Competent person B: The Installation, Maintenance and Removal of Support in Underground Coal Mining Operations: Timber Support V3",,17,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,,1,,,,0,Y
*,MQA/SP/0168/17 C,"Skills Programme: Competent person B: The Installation, Maintenance and Removal of Support in Underground Coal Mining Operations: Compressed air/Hydraulic Support V3",,18,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,,1,,,,0,Y
*,MQA/SP/0168/17 B,"Skills Programme: Competent person B: The Installation, Maintenance and Removal of Support in Underground Coal Mining Operations: Roofbolter Machine Support V3",,28,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,,1,,,,0,Y
*,MQA/SP/0169/17,Skills Programme: Gases and Gas Testing in Surface Excavations (Coal),,22,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0170/17,Skills Programme: Emergency Based Care (First Aid),,5,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0171/17,Skills Programme: Crushing and Screening (V3),,32,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,20,Y
*,MQA/SP/0172/17 A,Skills Programme: Crushing (Version 3),,111,2017-11-21 00:00:00.000,2024-07-30 23:59:59.000,,1,,,,94,Y
*,MQA/SP/0172/17 B,Skills Programme: Crushing (Version 3),,12,2017-11-21 00:00:00.000,2018-03-14 00:00:00.000,,1,,,,0,Y
*,MQA/SP/0173/17,Skills Programme: Trackless Mobile Machine Operations - Underground Hardrock (V5),,26,2018-07-01 00:00:00.000,2022-06-06 00:00:00.000,,1,,,,7,Y
*,MQA/SP/0172/17,Skills Programme: Crushing (Version 3) ,,12,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,4,Y
*,MQA/SP/0140/13 (V2),Skills Programme: Artisan Aide: Fitting including Machinery (V2),,61,2018-07-01 00:00:00.000,2025-06-30 23:59:59.000,,1,,,2021-653303,10,Y
*,MQA/SP/0011/09 (A),Skills Programme: Handling of Chemicals (Version 2),,11,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,2,Y
*,MQA/SP/0011/09 (B),Skills Programme: Handling of Chemicals (Version 2),,11,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,2,Y
*,MQA/SP/0011/09 (C),Skills Programme: Handling of Chemicals (Version 2),,11,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,1,Y
*,MQA/SP/0011/09 (D) ,Skills Programme: Handling of Chemicals (Version 2),,11,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,2,Y
*,MQA/SP/0011/09 (E) ,Skills Programme: Handling of Chemicals (Version 2),,11,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,2,Y
*,MQA/SP/0011/09 (F) ,Skills Programme: Handling of Chemicals (Version 2),,11,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,2,Y
*,MQA/SP/0011/09 (G) ,Skills Programme: Handling of Chemicals (Version 2),,11,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,2,Y
*,MQA/SP/0174/18,Skill Programme: Surface Fire Responder for Mines,,20,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,2,Y
*,MQA/SP/0175/18 (A),"Competent Person A - The examination, making safe and declaring safe of surface mines, quarries, dumps and stockpiles (non - blasted) ",,23,2018-09-04 00:00:00.000,2025-06-30 23:59:59.000,,1,,,,2,Y
*,MQA/SP/0175/18 (B),"Competent Person A - The examination, making safe and declaring safe of surface mines, quarries, dumps and stockpiles (Blasted) ",,28,2018-09-04 00:00:00.000,2025-06-30 23:59:59.000,,1,,,,2,Y
*,MQA/SP/0176/19,"Skills Programme: Operate, Clean and Maintain Conveyor Belts",,12,2019-04-17 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0144/13 (V2),Skills Programme: Artisan Aide: Rigger Ropesman (V2),,58,2019-04-17 00:00:00.000,2025-06-30 23:59:59.000,,1,,,,10,Y
*,MQA/SP/0177/19,Skills Programme: Operate Mobile Machinery for Surface Excavation Operations (V5),,18,2019-04-17 00:00:00.000,2021-03-04 00:00:00.000,,1,,,,6,Y
*,MQA/SP/0178/20,"Skills Programme: Competent Person B:The installation, maintenance and removal of support units in Surface Mines and Quarries (V2)",,30,2020-02-04 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,2,Y
*,MQA/SP/0180/20,Skills Programme: Competent Person A:The Examination and Declaring Safe of a Workplace in Underground Coal Operations (wall mining) V3,,27,2020-09-18 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,1,Y
*,MQA/SP/0179/20,Skills Programme: Competent Person A: The Examination and Declaring Safe of a Workplace in Underground Coal Operations (Continuous & Conventional mining) V3,,29,2020-09-18 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,1,Y
*,MQA/SP/0181/21,Skills Programme: Basic Hazard Identification and Risk assessment in Mining Operations,,7,2021-02-23 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0182/21,Skills Programme: High Wall Awareness in Surface Excavations,,7,2021-02-23 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0183/21,Skills Programme: Basic Fire Fighting and response to liberated gases in Surface Excavations ,,8,2021-02-23 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0177/19 (A),Skills Programme: Operate Mobile Machinery for Surface Excavation Operations: Dozing,,18,2021-02-23 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,6,Y
*,MQA/SP/0177/19 (B),Skills Programme: Operate Mobile Machinery for Surface Excavation Operations: Drilling,,17,2021-02-23 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,5,Y
*,MQA/SP/0177/19 (C),Skills Programme: Operate Mobile Machinery for Surface Excavation Operations: Excavating,,25,2021-02-23 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,13,Y
*,MQA/SP/0177/19 (D),Skills Programme: Operate Mobile Machinery for Surface Excavation Operations: Grader,,30,2021-02-23 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,4,Y
*,MQA/SP/0177/19 (E),Skills Programme: Operate Mobile Machinery for Surface Excavation Operations: Haul and Dump,,27,2021-02-23 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,4,Y
*,MQA/SP/0177/19 (F),Skills Programme: Operate Mobile Machinery for Surface Excavation Operations: Services,,18,2021-02-23 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,10,Y
*,MQA/SP/0142/13 (V2),Skills Programme: Artisan Aide: Plater Welder (V2),,42,2018-07-01 00:00:00.000,2025-06-30 23:59:59.000,,1,,,2021-651202,10,Y
*,MQA/SP/0126/10 (V2),Skills Programme: Gases and Gas Testing in Underground Fiery (Coal) Mines,,38,2021-07-14 00:00:00.000,2025-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0043/05 (V4),Skills Programme: Blasting Assistant Operations in Underground Coal Mines,,47,2021-07-14 00:00:00.000,2025-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0127/10 (V2),Skills Programme: Flameproofing in Underground Fiery (Coal) Mines,,20,2021-07-14 00:00:00.000,2024-06-30 00:00:00.000,,1,,,,0,Y
*,MQA/SP/0168/17 A (V4),"Skills Programme: Competent person B: The Installation, Maintenance and Removal of Support in Underground Coal Mining Operations: Timber Support ",,17,2021-07-14 00:00:00.000,2026-06-30 00:00:00.000,,1,,,,0,Y
*,MQA/SP/0168/17 B (V4),"Skills Programme: Competent person B: The Installation, Maintenance and Removal of Support in Underground Coal Mining Operations: Roofbolter Machine Support ",,28,2021-07-14 00:00:00.000,2026-06-30 00:00:00.000,,1,,,,0,Y
*,MQA/SP/0168/17 C (V4),"Skills Programme: Competent person B: The Installation, Maintenance and Removal of Support in Underground Coal Mining Operations: Compressed air/Hydraulic Support ",,18,2021-07-14 00:00:00.000,2026-06-30 00:00:00.000,,1,,,,0,Y
*,MQA/SP/0177/19 (F) V2,Skills Programme: Operate Mobile Machinery for Surface Excavation Operations: Services ,,18,2021-07-14 00:00:00.000,2025-06-30 23:59:59.000,,1,,,,6,Y
*,MQA/SP/0152/13 (V7),Skills Programme: Milling Operations ,,39,2021-07-14 00:00:00.000,2025-06-30 23:59:59.000,,1,,,,9,Y
*,MQA/SP/0029/09 (V4),Skills Programmes: Ore Reception,,10,2021-07-14 00:00:00.000,2025-06-30 23:59:59.000,,1,,,,2,Y
*,MQA/SP/0184/21,Skills Programme: Rescue Team Member,,26,2021-07-14 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0185/21 A,Skills Programme: Mechanical Aide: Service and Maintenance ,,34,2021-07-14 00:00:00.000,2025-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0185/21 B,Skills Programme: Mechanical Aide: Cooling System,,30,2021-07-14 00:00:00.000,2025-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0185/21 C,Skills Programme: Mechanical Aide: Basic Hydraulics,,34,2021-07-14 00:00:00.000,2025-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0185/21 D,Skills Programme: Mechanical Aide: Lubrication System,,29,2021-07-14 00:00:00.000,2025-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0186/21,Skills Programme: Underground Hard Rock: Track Bound Loader Operator,,34,2021-07-14 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0187/21,Skills Programme: Track Bound Locomotive Operator: Underground Hardrock,,27,2021-07-14 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0188/21,Skills Programme: Construction in an Underground Hard Rock Mine: Development and Stopping,,37,2021-07-14 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0189/21,Skills Programme: Underground Hard Rock: Double Drum Winch Operator,,31,2021-07-14 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0190/22 (A),Skills Programme: Trackless Mobile Machine Operations - Underground Hardrock Diesel Powered Quadro Cycle,,21,2022-01-20 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0190/22 (B),Skills Programme: Trackless Mobile Machine Operations - Underground Hardrock Diesel Powered Tractor,,22,2022-01-20 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0190/22 (C),Skills Programme: Trackless Mobile Machine Operations - Underground Hardrock Dozer,,25,2022-01-20 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,6,Y
*,MQA/SP/0190/22 (D),Skills Programme: Trackless Mobile Machine Operations - Underground Hardrock Drill Rig,,27,2022-01-20 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,8,Y
*,MQA/SP/0190/22 (E),Skills Programme: Trackless Mobile Machine Operations - Underground Hardrock Dump Truck,,22,2022-01-20 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0190/22 (F),Skills Programme: Trackless Mobile Machine Operations - Underground Hardrock Front End Loader,,35,2022-01-20 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0190/22 (G),Skills Programme: Trackless Mobile Machine Operations - Underground Hardrock Forklift,,22,2022-01-20 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0190/22 (H),Skills Programme: Trackless Mobile Machine Operations - Underground Hardrock Grader,,27,2022-01-20 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0190/22 (I),Skills Programme: Trackless Mobile Machine Operations - Underground Hardrock Light Delivery Vehicle,,21,2022-01-20 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0190/22 (J),Skills Programme: Trackless Mobile Machine Operations - Underground Hardrock Load Haul Dumper (LHD),,23,2022-01-20 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,4,Y
*,MQA/SP/0190/22 (K),Skills Programme: Trackless Mobile Machine Operations - Underground Hardrock Mobile Scaler,,25,2022-01-20 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0190/22 (L),Skills Programme: Trackless Mobile Machine Operations - Underground Hardrock Mobilift,,47,2022-01-20 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,22,Y
*,MQA/SP/0190/22 (M),Skills Programme: Trackless Mobile Machine Operations - Underground Hardrock Mobile Elevating Work Platinum (MEWP),,29,2022-01-20 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0190/22 (N),Skills Programme: Trackless Mobile Machine Operations - Underground Hardrock Rigid Rear Body Dumper,,21,2022-01-20 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0190/22 (O),Skills Programme: Trackless Mobile Machine Operations - Underground Hardrock Roofbolter,,24,2022-01-20 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0190/22 (P),Skills Programme: Trackless Mobile Machine Operations - Underground Hardrock Secondary Breaker,,22,2022-01-20 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,3,Y
*,MQA/SP/0190/22 (Q),Skills Programme: Trackless Mobile Machine Operations - Underground Hardrock Skid Steer,,23,2022-01-20 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,4,Y
*,MQA/SP/0190/22 (R),Skills Programme: Trackless Mobile Machine Operations - Underground Hardrock Telescopic Boom Handler,,29,2022-01-20 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0190/22 (S),Skills Programme: Trackless Mobile Machine Operations - Underground Hardrock Utility Vehicle,,21,2022-01-20 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,2,Y
*,MQA/SP/0190/22 (T),Skills Programme: Trackless Mobile Machine Operations - Underground Hardrock Water Bowzer,,21,2022-01-20 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0191/22,Skills Programme: Emergency Based Care (First Aid) Risk Based ,,10,2022-03-30 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0192/22,Skills Programme: Emergency Based Care (First Aid) Advanced,,21,2022-03-30 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0170/17 (V2),Skills Programme: Emergency Based Care (First Aid) Basic,,5,2022-03-30 00:00:00.000,2025-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0025/05 (V1),Skills Programme: Determine the Physical Properties of a Coal Sample in a Laboratory V1,,29,2022-04-20 00:00:00.000,2025-06-30 23:59:59.000,,1,,,,0,Y
*,testskills123,testskill,2,60,2023-01-27 00:00:00.000,2025-01-27 00:00:00.000,629,1,,,,5,Y
*,Test123,test Skills programme,3,100,2023-01-27 00:00:00.000,2026-01-27 00:00:00.000,629,1,,,,10,Y
*,MQA/SP/0124/10 (A),Skills Programme: The handling of explosives in mines: Surface Excavations,2,5,2023-01-30 00:00:00.000,2024-06-30 00:00:00.000,629,1,,,,3,Y
*,MQA/SP/0124/10 (B),Skills Programme: The handling of explosives in mines: Underground Operations,2,5,2023-01-30 00:00:00.000,2024-06-30 00:00:00.000,629,1,,,,3,Y
*,MQA/SP/0193/23,Skills Programme: Flame proofing for Supervisors in Underground Fiery (Coal) Mines,2,14,2023-05-16 00:00:00.000,2026-06-30 23:59:59.000,629,1,21812,,,0,Y
*,SETA/SP/2023/01,Test Mine community programme,6,15,2023-08-04 00:00:00.000,2031-08-04 00:00:00.000,577,3,,,,5,Y
*,SETA/SP/2023/02,Test Small Scale programme,5,15,2023-08-04 00:00:00.000,2028-08-04 00:00:00.000,577,4,,,,5,Y
*,SETA/SP/2023/03,TEST Unemployed youth programme,6,20,2023-08-09 00:00:00.000,2027-08-09 00:00:00.000,577,5,,,,30,Y
*,SETA/SP/2023/05,TEST Unemployed youth programme 2,6,15,2023-08-14 00:00:00.000,2024-08-14 00:00:00.000,629,5,,,,5,Y
*,SETA/SP/2023/08,Test small scale programme 2,8,20,2023-08-16 00:00:00.000,2027-08-16 00:00:00.000,629,4,,,,5,Y
*,SETA/SP/2023/08/16,Test Mine community programme 2,6,10,2023-08-16 00:00:00.000,2027-08-16 00:00:00.000,577,3,,,,2,Y
*,SETA/SP/2023/08/17,Test Unemployed youth development 3,6,20,2023-08-17 00:00:00.000,2027-08-17 00:00:00.000,629,5,,,,5,Y
*,HSP/ASSChs/2/0022,Assistant Chef Skills Programme,2,51,2023-01-09 00:00:00.000,2028-01-09 00:00:00.000,755,5,,,,4,Y
*,49582,Poultry Production,2,30,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,694,5,,,,15,Y
*,78964,Cellphone Repairs,4,32,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,756,5,,,,14,Y
*,49052,Plant Production,3,39,2024-03-26 00:00:00.000,2026-03-27 00:00:00.000,694,5,,,,30,Y
*,48977,Mixed Farming Systems,2,120,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,694,5,,,,2,Y
*,MQA/SP/2013/01,Cellphone Repairs,1,50,2024-04-23 00:00:00.000,2025-04-23 00:00:00.000,629,5,,,,5,Y
*,505854,Cellphone Repairs,1,50,2024-04-23 00:00:00.000,2027-04-23 00:00:00.000,754,5,,,,5,Y
*,SP002,General Forestry,3,33,2024-04-29 00:00:00.000,2026-03-31 00:00:00.000,754,5,,,,33,Y
*,99510,Child and Youth Care,5,48,2024-04-30 00:00:00.000,2026-04-30 00:00:00.000,629,5,,,,47,Y
*,49048,Animal Production,3,30,2024-04-30 00:00:00.000,2026-03-31 00:00:00.000,629,5,,,,30,Y
*,59386,Fresh Meat Processing,4,39,2024-04-05 00:00:00.000,2024-10-18 00:00:00.000,629,5,,,,5,Y
*,2023/601487/07,Technical Support,4,65,2024-04-29 00:00:00.000,2024-12-31 00:00:00.000,629,5,,,,5,Y
*,MQA/SP/2014/19,Technical Support,4,65,2024-04-29 00:00:00.000,2024-12-31 00:00:00.000,629,5,,,,5,Y
*,MQA/SP/2104/18,Systems Development,4,62,2024-04-29 00:00:00.000,2024-12-31 00:00:00.000,629,5,,,,5,Y
*,72052,Renewable Energy,4,0,2024-04-03 00:00:00.000,2024-06-30 00:00:00.000,577,5,,,,0,Y
*,MQA/SP/2025/03,QA SkillsTest,5,120,2025-01-01 00:00:00.000,2027-12-31 00:00:00.000,629,3,,,,10,Y
*,MQA/SP/0052/09 V3,Skills Programme in Milling of Material,1,18,2025-04-14 00:00:00.000,2026-06-30 00:00:00.000,629,1,,,,0,Y
